gene_biotype	ensembl_gene_id	external_gene_name	CPM	GeneLength	bio_tot	col	sum	freq	CumulativeFrequency	shape	color
antisense (89)	ENSG00000276449	AC004076.2	3.97795544865586	3322	89	#FDC086	406.955610808265	0.00977491240569246	0.273142657242972	15	#7FC97F
antisense (89)	ENSG00000228274	AL021707.2	3.97969156472201	14235	89	#FDC086	406.955610808265	0.0097791785124128	0.282921835755385	15	#7FC97F
antisense (89)	ENSG00000261428	AC097461.1	3.98543452566613	2820	89	#FDC086	406.955610808265	0.00979329052068002	0.292715126276065	15	#7FC97F
antisense (89)	ENSG00000223482	NUTM2A-AS1	4.0017994100686	138737	89	#FDC086	406.955610808265	0.00983350346766451	0.302548629743729	15	#7FC97F
antisense (89)	ENSG00000248015	AC005329.1	4.02417134497255	4297	89	#FDC086	406.955610808265	0.00988847736238368	0.312437107106113	15	#7FC97F
antisense (89)	ENSG00000272163	AF106564.1	4.03380881691583	2552	89	#FDC086	406.955610808265	0.009912159237476	0.322349266343589	15	#7FC97F
antisense (89)	ENSG00000234171	RNASEH1-AS1	4.07221938088853	3253	89	#FDC086	406.955610808265	0.0100065443815865	0.332355810725175	15	#7FC97F
antisense (89)	ENSG00000267322	SNHG22	4.09055193714276	37036	89	#FDC086	406.955610808265	0.0100515924304826	0.342407403155658	15	#7FC97F
antisense (89)	ENSG00000266962	AC067852.2	4.10675490566041	2312	89	#FDC086	406.955610808265	0.0100914075063467	0.352498810662005	15	#7FC97F
antisense (89)	ENSG00000233718	MYCNOS	4.12719090595338	21212	89	#FDC086	406.955610808265	0.0101416242861384	0.362640434948143	15	#7FC97F
antisense (89)	ENSG00000258297	AP001157.1	4.1419036786239	2338	89	#FDC086	406.955610808265	0.0101777775477713	0.372818212495914	15	#7FC97F
antisense (89)	ENSG00000260196	AC124798.1	4.16028403052433	2882	89	#FDC086	406.955610808265	0.0102229430434968	0.383041155539411	15	#7FC97F
antisense (89)	ENSG00000203993	ARRDC1-AS1	4.16223931026647	3574	89	#FDC086	406.955610808265	0.0102277476946435	0.393268903234055	15	#7FC97F
antisense (89)	ENSG00000247572	CKMT2-AS1	4.18692385677257	97476	89	#FDC086	406.955610808265	0.0102884043015326	0.403557307535587	15	#7FC97F
antisense (89)	ENSG00000248049	UBA6-AS1	4.20024634651322	379672	89	#FDC086	406.955610808265	0.0103211412619942	0.413878448797581	15	#7FC97F
antisense (89)	ENSG00000249592	AC139887.2	4.21439101437577	19462	89	#FDC086	406.955610808265	0.0103558985364656	0.424234347334047	15	#7FC97F
antisense (89)	ENSG00000254911	SCARNA9	4.21743420399717	352	89	#FDC086	406.955610808265	0.0103633764764192	0.434597723810466	15	#7FC97F
antisense (89)	ENSG00000231764	DLX6-AS1	4.23669822733554	58924	89	#FDC086	406.955610808265	0.0104107133918634	0.445008437202329	15	#7FC97F
antisense (89)	ENSG00000226688	ENTPD1-AS1	4.24233547839174	337032	89	#FDC086	406.955610808265	0.0104245656423459	0.455433002844675	15	#7FC97F
antisense (89)	ENSG00000225484	NUTM2B-AS1	4.25358481428985	163506	89	#FDC086	406.955610808265	0.0104522083031161	0.465885211147792	15	#7FC97F
antisense (89)	ENSG00000215256	DHRS4-AS1	4.25443544979447	50108	89	#FDC086	406.955610808265	0.0104542985446119	0.476339509692403	15	#7FC97F
antisense (89)	ENSG00000271122	AC018647.2	4.32929036667783	4199	89	#FDC086	406.955610808265	0.0106382373204766	0.48697774701288	15	#7FC97F
antisense (89)	ENSG00000263072	ZNF213-AS1	4.55300783782288	24422	89	#FDC086	406.955610808265	0.0111879716531738	0.498165718666054	15	#7FC97F
antisense (89)	ENSG00000262580	AC087741.1	4.6030351354997	5276	89	#FDC086	406.955610808265	0.0113109022538293	0.509476620919883	15	#7FC97F
antisense (89)	ENSG00000244300	GATA2-AS1	4.60956968958835	13136	89	#FDC086	406.955610808265	0.0113269594205451	0.520803580340428	15	#7FC97F
antisense (89)	ENSG00000236144	TMEM147-AS1	4.6322199101627	5291	89	#FDC086	406.955610808265	0.0113826171384209	0.532186197478849	15	#7FC97F
antisense (89)	ENSG00000215424	MCM3AP-AS1	4.63370150987564	30173	89	#FDC086	406.955610808265	0.0113862578296255	0.543572455308475	15	#7FC97F
antisense (89)	ENSG00000231889	TRAF3IP2-AS1	4.70046180572711	114791	89	#FDC086	406.955610808265	0.011550305932363	0.555122761240838	15	#7FC97F
antisense (89)	ENSG00000197989	SNHG12	4.72881083200816	4445	89	#FDC086	406.955610808265	0.0116199671571456	0.566742728397983	15	#7FC97F
antisense (89)	ENSG00000230910	AL391807.1	4.76645760136254	5065	89	#FDC086	406.955610808265	0.0117124754513048	0.578455203849288	15	#7FC97F
antisense (89)	ENSG00000196810	CTBP1-AS2	4.77459578679773	38991	89	#FDC086	406.955610808265	0.0117324731739533	0.590187677023241	15	#7FC97F
antisense (89)	ENSG00000253738	OTUD6B-AS1	4.82134535698001	10280	89	#FDC086	406.955610808265	0.0118473495116684	0.60203502653491	15	#7FC97F
antisense (89)	ENSG00000231607	DLEU2	4.82911204480466	143168	89	#FDC086	406.955610808265	0.0118664343642134	0.613901460899123	15	#7FC97F
antisense (89)	ENSG00000223960	AC009948.1	4.84669169426211	26304	89	#FDC086	406.955610808265	0.0119096323174805	0.625811093216603	15	#7FC97F
antisense (89)	ENSG00000260267	AC026471.1	4.86013225947583	3025	89	#FDC086	406.955610808265	0.0119426594213138	0.637753752637917	15	#7FC97F
antisense (89)	ENSG00000259291	ZNF710-AS1	4.88633356398294	7695	89	#FDC086	406.955610808265	0.0120070431128301	0.649760795750747	15	#7FC97F
antisense (89)	ENSG00000254635	WAC-AS1	4.887441167091	10091	89	#FDC086	406.955610808265	0.0120097647932263	0.661770560543974	15	#7FC97F
antisense (89)	ENSG00000224660	SH3BP5-AS1	4.90300614295312	10309	89	#FDC086	406.955610808265	0.0120480121485858	0.673818572692559	15	#7FC97F
antisense (89)	ENSG00000267280	TBX2-AS1	4.90538315917199	18099	89	#FDC086	406.955610808265	0.0120538531203177	0.685872425812877	15	#7FC97F
antisense (89)	ENSG00000233098	CCDC144NL-AS1	4.90917889034361	133843	89	#FDC086	406.955610808265	0.0120631802583908	0.697935606071268	15	#7FC97F
antisense (89)	ENSG00000225439	BOLA3-AS1	4.91041185480722	2052	89	#FDC086	406.955610808265	0.0120662099855425	0.71000181605681	15	#7FC97F
antisense (89)	ENSG00000248092	NNT-AS1	4.95775299745019	31636	89	#FDC086	406.955610808265	0.0121825399767888	0.722184356033599	15	#7FC97F
antisense (89)	ENSG00000273373	AL355488.1	5.09170608919916	2849	89	#FDC086	406.955610808265	0.0125116989518498	0.734696054985449	15	#7FC97F
antisense (89)	ENSG00000267080	ASB16-AS1	5.15265684469029	10744	89	#FDC086	406.955610808265	0.0126614714426875	0.747357526428136	15	#7FC97F
antisense (89)	ENSG00000226419	SLC16A1-AS1	5.2037024317647	90640	89	#FDC086	406.955610808265	0.0127869042557971	0.760144430683933	15	#7FC97F
antisense (89)	ENSG00000206573	THUMPD3-AS1	5.2574032931526	48890	89	#FDC086	406.955610808265	0.0129188617960341	0.773063292479968	15	#7FC97F
antisense (89)	ENSG00000237298	TTN-AS1	5.25943048239732	258780	89	#FDC086	406.955610808265	0.0129238431482771	0.785987135628245	15	#7FC97F
antisense (89)	ENSG00000259663	AC010478.1	5.45132265500702	10596	89	#FDC086	406.955610808265	0.0133953741150786	0.799382509743323	15	#7FC97F
antisense (89)	ENSG00000233016	SNHG7	5.6892874808251	6818	89	#FDC086	406.955610808265	0.0139801180515129	0.813362627794836	15	#7FC97F
antisense (89)	ENSG00000258634	AL160006.1	5.73734476240118	4215	89	#FDC086	406.955610808265	0.0140982077898032	0.827460835584639	15	#7FC97F
antisense (89)	ENSG00000251022	THAP9-AS1	5.79679091539963	7951	89	#FDC086	406.955610808265	0.0142442830653851	0.841705118650025	15	#7FC97F
antisense (89)	ENSG00000281508	AL078639.1	6.21394469591809	1484	89	#FDC086	406.955610808265	0.0152693427265357	0.85697446137656	15	#7FC97F
antisense (89)	ENSG00000234771	SLC25A25-AS1	6.35318696747053	10112	89	#FDC086	406.955610808265	0.0156114986468728	0.872585960023433	15	#7FC97F
antisense (89)	ENSG00000177410	ZFAS1	6.47954292720167	17560	89	#FDC086	406.955610808265	0.0159219894138638	0.888507949437297	15	#7FC97F
antisense (89)	ENSG00000257621	PSMA3-AS1	6.50550946786904	32769	89	#FDC086	406.955610808265	0.0159857962271322	0.904493745664429	15	#7FC97F
antisense (89)	ENSG00000231074	HCG18	7.0727704151751	39753	89	#FDC086	406.955610808265	0.0173797097947063	0.921873455459135	15	#7FC97F
antisense (89)	ENSG00000225733	FGD5-AS1	7.33234982423356	28077	89	#FDC086	406.955610808265	0.018017566607991	0.939891022067126	15	#7FC97F
antisense (89)	ENSG00000269821	KCNQ1OT1	7.60451319824355	91666	89	#FDC086	406.955610808265	0.0186863456265907	0.958577367693717	15	#7FC97F
antisense (89)	ENSG00000244879	GABPB1-AS1	7.78977484687689	17243	89	#FDC086	406.955610808265	0.0191415836027065	0.977718951296423	15	#7FC97F
antisense (89)	ENSG00000237125	HAND2-AS1	9.06739778461267	132426	89	#FDC086	406.955610808265	0.0222810487035765	1	15	#7FC97F
lincRNA (99)	ENSG00000247516	MIR4458HG	3.05909363157745	12352	99	#BEAED4	473.671130683619	0.0064582648876288	0.0064582648876288	16	#BEAED4
lincRNA (99)	ENSG00000259439	LINC01833	3.30288685884401	18122	99	#BEAED4	473.671130683619	0.00697295369062743	0.0134312185782562	16	#BEAED4
lincRNA (99)	ENSG00000236871	LINC00106	3.31912467808291	2975	99	#BEAED4	473.671130683619	0.00700723447783831	0.0204384530560945	16	#BEAED4
lincRNA (99)	ENSG00000259820	AC083843.3	3.37302729973834	6252	99	#BEAED4	473.671130683619	0.00712103204362543	0.02755948509972	16	#BEAED4
lincRNA (99)	ENSG00000243701	DUBR	3.37477567060608	86272	99	#BEAED4	473.671130683619	0.0071247231507132	0.0346842082504332	16	#BEAED4
lincRNA (99)	ENSG00000281195	AC007878.1	3.37716087520508	2382	99	#BEAED4	473.671130683619	0.00712975872169165	0.0418139669721248	16	#BEAED4
lincRNA (99)	ENSG00000182648	LINC01006	3.38395187958797	168458	99	#BEAED4	473.671130683619	0.00714409568238649	0.0489580626545113	16	#BEAED4
lincRNA (99)	ENSG00000258913	AL590079.1	3.4075162240714	64485	99	#BEAED4	473.671130683619	0.00719384400555202	0.0561519066600633	16	#BEAED4
lincRNA (99)	ENSG00000254615	AC027031.2	3.40851997634258	2755	99	#BEAED4	473.671130683619	0.00719596309663898	0.0633478697567023	16	#BEAED4
lincRNA (99)	ENSG00000197291	RAMP2-AS1	3.42224955241306	7343	99	#BEAED4	473.671130683619	0.00722494855760778	0.0705728183143101	16	#BEAED4
lincRNA (99)	ENSG00000214293	APTR	3.45358949522165	38605	99	#BEAED4	473.671130683619	0.00729111248607722	0.0778639308003873	16	#BEAED4
lincRNA (99)	ENSG00000179523	EIF3J-AS1	3.46209310560723	9666	99	#BEAED4	473.671130683619	0.0073090650481709	0.0851729958485582	16	#BEAED4
lincRNA (99)	ENSG00000213888	LINC01521	3.49163869395985	1942	99	#BEAED4	473.671130683619	0.00737144079040788	0.0925444366389661	16	#BEAED4
lincRNA (99)	ENSG00000225156	AC012354.1	3.49933074032171	14098	99	#BEAED4	473.671130683619	0.00738768000336299	0.0999321166423291	16	#BEAED4
lincRNA (99)	ENSG00000273142	AC073335.2	3.53982912378321	3440	99	#BEAED4	473.671130683619	0.00747317895155316	0.107405295593882	16	#BEAED4
lincRNA (99)	ENSG00000245937	LINC01184	3.57641364492496	142746	99	#BEAED4	473.671130683619	0.00755041507335132	0.114955710667234	16	#BEAED4
lincRNA (99)	ENSG00000234423	LINC01250	3.5952205302294	230978	99	#BEAED4	473.671130683619	0.0075901195942439	0.122545830261477	16	#BEAED4
lincRNA (99)	ENSG00000282381	AC104073.4	3.60484489574096	36864	99	#BEAED4	473.671130683619	0.0076104382602721	0.13015626852175	16	#BEAED4
lincRNA (99)	ENSG00000273230	AC102953.2	3.61341179131854	3025	99	#BEAED4	473.671130683619	0.00762852442812703	0.137784792949877	16	#BEAED4
lincRNA (99)	ENSG00000230269	LINC02525	3.61701297886847	13012	99	#BEAED4	473.671130683619	0.00763612714511072	0.145420920094987	16	#BEAED4
lincRNA (99)	ENSG00000267575	AC006504.5	3.67567957223925	125400	99	#BEAED4	473.671130683619	0.00775998226223831	0.153180902357226	16	#BEAED4
lincRNA (99)	ENSG00000251136	AF117829.1	3.68053556272097	148318	99	#BEAED4	473.671130683619	0.0077702340807832	0.160951136438009	16	#BEAED4
lincRNA (99)	ENSG00000267321	LINC02001	3.68510445144728	6734	99	#BEAED4	473.671130683619	0.00777987977888542	0.168731016216894	16	#BEAED4
lincRNA (99)	ENSG00000260417	AC092127.1	3.70673059516409	3454	99	#BEAED4	473.671130683619	0.00782553623188816	0.176556552448782	16	#BEAED4
lincRNA (99)	ENSG00000269973	AC010969.2	3.77302729973833	3230	99	#BEAED4	473.671130683619	0.00796549980635924	0.184522052255142	16	#BEAED4
lincRNA (99)	ENSG00000230487	PSMG3-AS1	3.77654906428878	19553	99	#BEAED4	473.671130683619	0.00797293484793623	0.192494987103078	16	#BEAED4
lincRNA (99)	ENSG00000266490	AC127024.5	3.78329483784648	461	99	#BEAED4	473.671130683619	0.00798717631869668	0.200482163421775	16	#BEAED4
lincRNA (99)	ENSG00000267886	AC074135.1	3.7873536928823	25160	99	#BEAED4	473.671130683619	0.00799574524927507	0.20847790867105	16	#BEAED4
lincRNA (99)	ENSG00000225206	MIR137HG	3.81903983861907	116389	99	#BEAED4	473.671130683619	0.00806264007077504	0.216540548741825	16	#BEAED4
lincRNA (99)	ENSG00000257354	AC048341.1	3.86752649063007	19461	99	#BEAED4	473.671130683619	0.0081650036071405	0.224705552348965	16	#BEAED4
lincRNA (99)	ENSG00000246465	AC138904.1	3.8718441237026	7179	99	#BEAED4	473.671130683619	0.00817411886199317	0.232879671210958	16	#BEAED4
lincRNA (99)	ENSG00000272077	AC124045.1	3.89956104262489	1952	99	#BEAED4	473.671130683619	0.00823263397327362	0.241112305184232	16	#BEAED4
lincRNA (99)	ENSG00000255455	AP003486.1	3.91842131889745	3993	99	#BEAED4	473.671130683619	0.0082724512115447	0.249384756395777	16	#BEAED4
lincRNA (99)	ENSG00000260947	AL356489.2	3.96508255907169	3527	99	#BEAED4	473.671130683619	0.00837096099428551	0.257755717390062	16	#BEAED4
lincRNA (99)	ENSG00000273033	LINC02035	3.98089805346762	5475	99	#BEAED4	473.671130683619	0.00840435018220816	0.26616006757227	16	#BEAED4
lincRNA (99)	ENSG00000270816	LINC00221	4.00359971770482	38634	99	#BEAED4	473.671130683619	0.00845227724122997	0.2746123448135	16	#BEAED4
lincRNA (99)	ENSG00000272994	AC012360.3	4.00546783433132	3448	99	#BEAED4	473.671130683619	0.00845622115190024	0.283068565965401	16	#BEAED4
lincRNA (99)	ENSG00000226328	NUP50-AS1	4.00880837117736	30761	99	#BEAED4	473.671130683619	0.008463273591092	0.291531839556493	16	#BEAED4
lincRNA (99)	ENSG00000262877	AC110285.2	4.02467628700745	2130	99	#BEAED4	473.671130683619	0.00849677344954271	0.300028613006035	16	#BEAED4
lincRNA (99)	ENSG00000259495	AC016705.2	4.04764747716806	58722	99	#BEAED4	473.671130683619	0.00854526952344837	0.308573882529484	16	#BEAED4
lincRNA (99)	ENSG00000163009	C2orf48	4.0744732082721	70343	99	#BEAED4	473.671130683619	0.00860190318627119	0.317175785715755	16	#BEAED4
lincRNA (99)	ENSG00000272335	AC093297.2	4.08452786687815	2516	99	#BEAED4	473.671130683619	0.00862313027391645	0.325798915989671	16	#BEAED4
lincRNA (99)	ENSG00000188185	LINC00265	4.0848917493882	59460	99	#BEAED4	473.671130683619	0.00862389849153935	0.334422814481211	16	#BEAED4
lincRNA (99)	ENSG00000237940	LINC01238	4.09161395426947	6593	99	#BEAED4	473.671130683619	0.00863809020483116	0.343060904686042	16	#BEAED4
lincRNA (99)	ENSG00000230699	AL645608.3	4.19096084069674	3513	99	#BEAED4	473.671130683619	0.00884782831212068	0.351908732998162	16	#BEAED4
lincRNA (99)	ENSG00000215386	MIR99AHG	4.2105032485776	716769	99	#BEAED4	473.671130683619	0.00888908564577464	0.360797818643937	16	#BEAED4
lincRNA (99)	ENSG00000235823	OLMALINC	4.24782818180114	80530	99	#BEAED4	473.671130683619	0.00896788490290832	0.369765703546845	16	#BEAED4
lincRNA (99)	ENSG00000246067	RAB30-AS1	4.37359996084103	34653	99	#BEAED4	473.671130683619	0.00923341043506049	0.378999113981906	16	#BEAED4
lincRNA (99)	ENSG00000234608	MAPKAPK5-AS1	4.39081142382966	3138	99	#BEAED4	473.671130683619	0.00926974674916895	0.388268860731075	16	#BEAED4
lincRNA (99)	ENSG00000166770	ZNF667-AS1	4.39112059496896	23416	99	#BEAED4	473.671130683619	0.00927039946181972	0.397539260192895	16	#BEAED4
lincRNA (99)	ENSG00000223764	AL645608.1	4.39604111973834	4151	99	#BEAED4	473.671130683619	0.00928078752317841	0.406820047716073	16	#BEAED4
lincRNA (99)	ENSG00000260257	AL035071.1	4.47322543134139	2130	99	#BEAED4	473.671130683619	0.00944373668052235	0.416263784396595	16	#BEAED4
lincRNA (99)	ENSG00000277476	AC005332.6	4.49866961492738	2734	99	#BEAED4	473.671130683619	0.00949745366249098	0.425761238059086	16	#BEAED4
lincRNA (99)	ENSG00000203930	LINC00632	4.51849182142661	62912	99	#BEAED4	473.671130683619	0.00953930169842811	0.435300539757514	16	#BEAED4
lincRNA (99)	ENSG00000264247	LINC00909	4.56445332535432	6734	99	#BEAED4	473.671130683619	0.0096363342194124	0.444936873976927	16	#BEAED4
lincRNA (99)	ENSG00000268362	AC092279.1	4.59841204823708	33464	99	#BEAED4	473.671130683619	0.00970802683625765	0.454644900813184	16	#BEAED4
lincRNA (99)	ENSG00000226137	BAIAP2-AS1	4.62391496859646	5751	99	#BEAED4	473.671130683619	0.00976186782150532	0.46440676863469	16	#BEAED4
lincRNA (99)	ENSG00000273329	AC078846.1	4.65464442494314	7082	99	#BEAED4	473.671130683619	0.00982674290963309	0.474233511544323	16	#BEAED4
lincRNA (99)	ENSG00000249859	PVT1	4.71695562060436	306720	99	#BEAED4	473.671130683619	0.00995829239961634	0.484191803943939	16	#BEAED4
lincRNA (99)	ENSG00000277200	AC005696.4	4.74556893810557	3146	99	#BEAED4	473.671130683619	0.0100186999601529	0.494210503904092	16	#BEAED4
lincRNA (99)	ENSG00000267100	ILF3-AS1	4.75212362778269	1982	99	#BEAED4	473.671130683619	0.0100325380204706	0.504243041924563	16	#BEAED4
lincRNA (99)	ENSG00000259959	AC107068.1	4.75230482315298	4217	99	#BEAED4	473.671130683619	0.010032920554593	0.514275962479156	16	#BEAED4
lincRNA (99)	ENSG00000205664	BX890604.1	4.76716454637831	26329	99	#BEAED4	473.671130683619	0.0100642919476603	0.524340254426816	16	#BEAED4
lincRNA (99)	ENSG00000245694	CRNDE	4.79304919207465	84000	99	#BEAED4	473.671130683619	0.0101189388197612	0.534459193246577	16	#BEAED4
lincRNA (99)	ENSG00000261824	LINC00662	4.80406437325387	109360	99	#BEAED4	473.671130683619	0.0101421937332775	0.544601386979855	16	#BEAED4
lincRNA (99)	ENSG00000251216	AC106895.2	4.95854553356596	66654	99	#BEAED4	473.671130683619	0.0104683296328607	0.555069716612715	16	#BEAED4
lincRNA (99)	ENSG00000225470	JPX	5.01805160252714	126224	99	#BEAED4	473.671130683619	0.0105939570251725	0.565663673637888	16	#BEAED4
lincRNA (99)	ENSG00000197308	GATA3-AS1	5.02830471475109	3034	99	#BEAED4	473.671130683619	0.0106156030820246	0.576279276719913	16	#BEAED4
lincRNA (99)	ENSG00000263731	AC145207.5	5.05090888265629	2681	99	#BEAED4	473.671130683619	0.010663324309773	0.586942601029686	16	#BEAED4
lincRNA (99)	ENSG00000269893	SNHG8	5.13498211405618	1114	99	#BEAED4	473.671130683619	0.0108408171438382	0.597783418173524	16	#BEAED4
lincRNA (99)	ENSG00000230590	FTX	5.17458539816859	347019	99	#BEAED4	473.671130683619	0.0109244263856665	0.60870784455919	16	#BEAED4
lincRNA (99)	ENSG00000273015	AC008124.1	5.37373617151278	9729	99	#BEAED4	473.671130683619	0.0113448674056982	0.620052711964888	16	#BEAED4
lincRNA (99)	ENSG00000269416	LINC01224	5.49114788456946	16842	99	#BEAED4	473.671130683619	0.0115927434223075	0.631645455387196	16	#BEAED4
lincRNA (99)	ENSG00000185904	LINC00839	5.58500672555756	19793	99	#BEAED4	473.671130683619	0.0117908953359625	0.643436350723158	16	#BEAED4
lincRNA (99)	ENSG00000257151	PWAR6	5.642933110878	4617	99	#BEAED4	473.671130683619	0.0119131877484995	0.655349538471658	16	#BEAED4
lincRNA (99)	ENSG00000232931	LINC00342	5.65956141663597	9097	99	#BEAED4	473.671130683619	0.0119482929189032	0.667297831390561	16	#BEAED4
lincRNA (99)	ENSG00000212694	LINC01089	5.68766325684055	8639	99	#BEAED4	473.671130683619	0.0120076206642189	0.67930545205478	16	#BEAED4
lincRNA (99)	ENSG00000255571	MIR9-3HG	5.71798578886603	36908	99	#BEAED4	473.671130683619	0.0120716366661688	0.691377088720949	16	#BEAED4
lincRNA (99)	ENSG00000248174	LINC02268	5.7269074145562	125738	99	#BEAED4	473.671130683619	0.0120904717293852	0.703467560450334	16	#BEAED4
lincRNA (99)	ENSG00000242086	MUC20-OT1	5.74853203206488	81902	99	#BEAED4	473.671130683619	0.012136124960304	0.715603685410638	16	#BEAED4
lincRNA (99)	ENSG00000281649	EBLN3P	5.79433899566823	10650	99	#BEAED4	473.671130683619	0.0122328312204834	0.727836516631121	16	#BEAED4
lincRNA (99)	ENSG00000232677	LINC00665	5.81259881061194	18651	99	#BEAED4	473.671130683619	0.012271380783167	0.740107897414288	16	#BEAED4
lincRNA (99)	ENSG00000260804	LINC01963	5.86304555009598	3147	99	#BEAED4	473.671130683619	0.0123778823962402	0.752485779810528	16	#BEAED4
lincRNA (99)	ENSG00000280798	LINC00294	5.89250844985609	3305	99	#BEAED4	473.671130683619	0.0124400835688504	0.764925863379379	16	#BEAED4
lincRNA (99)	ENSG00000245870	LINC00682	5.89908824565646	10208	99	#BEAED4	473.671130683619	0.0124539746324474	0.777379838011826	16	#BEAED4
lincRNA (99)	ENSG00000197182	MIRLET7BHG	5.91525073694599	60059	99	#BEAED4	473.671130683619	0.0124880963895961	0.789867934401422	16	#BEAED4
lincRNA (99)	ENSG00000263753	LINC00667	5.92072077664791	8682	99	#BEAED4	473.671130683619	0.0124996445700689	0.802367578971491	16	#BEAED4
lincRNA (99)	ENSG00000232956	SNHG15	5.94154732163929	3938	99	#BEAED4	473.671130683619	0.0125436129347048	0.814911191906196	16	#BEAED4
lincRNA (99)	ENSG00000224032	EPB41L4A-AS1	5.95948462314745	3750	99	#BEAED4	473.671130683619	0.01258148161689	0.827492673523086	16	#BEAED4
lincRNA (99)	ENSG00000272168	CASC15	6.15356207838428	703556	99	#BEAED4	473.671130683619	0.0129912120029423	0.840483885526028	16	#BEAED4
